model;make;country;start_date;run_time;cars;images;errors
Opel;Astra;AT;2019-02-12 21:17:48.874987;2343.060114622116;200;2286;0
Opel;Astra;BE;2019-02-12 21:56:51.936014;1.933293104171753;0;0;0
Opel;Astra;DE;2019-02-12 21:56:53.870235;2465.3057732582092;200;2407;0
Opel;Astra;ES;2019-02-12 22:37:59.176979;2172.1367967128754;200;2134;0
Opel;Astra;FR;2019-02-12 23:14:11.314751;1998.5157897472382;200;1953;0
Opel;Astra;IT;2019-02-12 23:47:29.831459;2194.7342789173126;200;2124;0
Opel;Astra;LU;2019-02-13 00:24:04.566704;197.43289017677307;22;180;0
Opel;Astra;NE;2019-02-13 00:27:22.000588;2205.3663852214813;200;2224;0
Opel;Calibra;AT;2019-02-13 01:04:07.368940;117.37453007698059;11;110;0
Opel;Calibra;BE;2019-02-13 01:06:04.745428;83.5369815826416;8;73;0
Opel;Calibra;DE;2019-02-13 01:07:28.283346;587.4868745803833;58;558;0
Opel;Calibra;ES;2019-02-13 01:17:15.771186;44.93204927444458;5;37;0
Opel;Calibra;FR;2019-02-13 01:18:00.705178;32.75049829483032;3;26;0
Opel;Calibra;IT;2019-02-13 01:18:33.456670;125.69711375236511;12;115;0
Opel;Calibra;LU;2019-02-13 01:20:39.154745;2.436397075653076;0;0;0
Opel;Calibra;NE;2019-02-13 01:20:41.592140;139.89597916603088;10;132;0
Opel;Corsa;AT;2019-02-13 01:23:01.490111;2192.554613351822;200;2165;0
Opel;Corsa;BE;2019-02-13 01:59:34.045722;2204.686738729477;200;2111;0
Opel;Corsa;DE;2019-02-13 02:36:18.733481;2343.8406326770782;200;2310;2
Opel;Corsa;ES;2019-02-13 03:15:22.575082;2205.1576642990112;196;2186;0
Opel;Corsa;FR;2019-02-13 03:52:07.734695;1700.8862681388855;200;1677;0
Opel;Corsa;IT;2019-02-13 04:20:28.621960;2215.9882872104645;200;2096;0
Opel;Corsa;LU;2019-02-13 04:57:24.612178;174.67513751983643;21;157;0
Opel;Corsa;NE;2019-02-13 05:00:19.288283;332.8362693786621;40;321;0
Opel;Frontera;AT;2019-02-13 05:05:52.127511;128.8221025466919;15;119;0
Opel;Frontera;BE;2019-02-13 05:08:00.950503;36.1391806602478;4;31;0
Opel;Frontera;DE;2019-02-13 05:08:37.090627;505.80904626846313;44;500;0
Opel;Frontera;ES;2019-02-13 05:17:02.900680;243.85772109031677;22;239;0
Opel;Frontera;FR;2019-02-13 05:21:06.760348;19.046886682510376;4;16;0
Opel;Frontera;IT;2019-02-13 05:21:25.808168;669.5268633365631;86;625;0
Opel;Frontera;LU;2019-02-13 05:32:35.335965;1.9162206649780273;0;0;0
Opel;Frontera;NE;2019-02-13 05:32:37.253111;98.01093602180481;9;90;0
Opel;Kadett;AT;2019-02-13 05:34:15.265974;229.65095686912537;25;220;0
Opel;Kadett;BE;2019-02-13 05:38:04.916931;181.00508952140808;19;178;0
Opel;Kadett;DE;2019-02-13 05:41:05.922021;587.857260465622;50;572;0
Opel;Kadett;ES;2019-02-13 05:50:53.782276;173.10049962997437;15;167;0
Opel;Kadett;FR;2019-02-13 05:53:46.883773;71.31988644599915;5;70;0
Opel;Kadett;IT;2019-02-13 05:54:58.204569;321.27898144721985;40;290;0
Opel;Kadett;LU;2019-02-13 06:00:19.484501;2.082254409790039;0;0;0
Opel;Kadett;NE;2019-02-13 06:00:21.567753;526.0722410678864;47;503;0
Opel;Manta;AT;2019-02-13 06:09:07.645950;48.305278301239014;4;46;0
Opel;Manta;BE;2019-02-13 06:09:55.951228;30.592397212982178;3;29;0
Opel;Manta;DE;2019-02-13 06:10:26.545587;383.7972500324249;28;377;0
Opel;Manta;ES;2019-02-13 06:16:50.343805;34.881436586380005;2;29;0
Opel;Manta;FR;2019-02-13 06:17:25.226239;8.25886082649231;1;5;0
Opel;Manta;IT;2019-02-13 06:17:33.486070;103.78931140899658;13;95;0
Opel;Manta;LU;2019-02-13 06:19:17.276308;1.6072180271148682;0;0;0
Opel;Manta;NE;2019-02-13 06:19:18.884506;168.6505205631256;13;162;0
Opel;Monterey;AT;2019-02-13 06:22:07.537956;2.0195212364196777;0;0;0
Opel;Monterey;BE;2019-02-13 06:22:09.558477;19.414531707763672;1;14;0
Opel;Monterey;DE;2019-02-13 06:22:28.973981;53.7593674659729;5;48;0
Opel;Monterey;ES;2019-02-13 06:23:22.734343;35.74953746795654;4;29;0
Opel;Monterey;FR;2019-02-13 06:23:58.484809;6.024573564529419;1;3;0
Opel;Monterey;IT;2019-02-13 06:24:04.511346;8.43799901008606;1;5;0
Opel;Monterey;LU;2019-02-13 06:24:12.949345;2.3829283714294434;0;0;0
Opel;Monterey;NE;2019-02-13 06:24:15.334250;26.364603519439697;2;23;0
Opel;Monza;AT;2019-02-13 06:24:41.702813;2.539550304412842;0;0;0
Opel;Monza;BE;2019-02-13 06:24:44.243360;15.55131983757019;1;14;0
Opel;Monza;DE;2019-02-13 06:24:59.794680;115.32724046707153;9;110;0
Opel;Monza;ES;2019-02-13 06:26:55.122917;17.727501392364502;1;15;0
Opel;Monza;FR;2019-02-13 06:27:12.850418;2.5278677940368652;0;0;0
Opel;Monza;IT;2019-02-13 06:27:15.379284;1.8671505451202393;0;0;0
Opel;Monza;LU;2019-02-13 06:27:17.247310;1.5433294773101807;0;0;0
Opel;Monza;NE;2019-02-13 06:27:18.790639;16.066612482070923;1;15;0
Opel;Omega;AT;2019-02-13 06:27:34.860244;187.2132227420807;20;171;0
Opel;Omega;BE;2019-02-13 06:30:42.074368;74.402268409729;8;67;0
Opel;Omega;DE;2019-02-13 06:31:56.477574;2105.4754378795624;200;2025;0
Opel;Omega;ES;2019-02-13 07:07:01.953905;165.85378742218018;16;156;0
Opel;Omega;FR;2019-02-13 07:09:47.809686;39.00007486343384;5;33;0
Opel;Omega;IT;2019-02-13 07:10:26.812754;100.81763243675232;10;93;0
