model_id,created,updated,model,make_id
19345,2019.01.14,2019.01.14,A18,16384
19346,2019.01.14,2019.01.14,A21,16384
19347,2019.01.14,2019.01.14,A3,16384
19348,2019.01.14,2019.01.14,Amulet,16384
19349,2019.01.14,2019.01.14,B13,16384
19350,2019.01.14,2019.01.14,B14,16384
19351,2019.01.14,2019.01.14,CrossEastar,16384
19352,2019.01.14,2019.01.14,Crossover,16384
19353,2019.01.14,2019.01.14,Eastar,16384
19354,2019.01.14,2019.01.14,FengYun,16384
19355,2019.01.14,2019.01.14,Fora,16384
19356,2019.01.14,2019.01.14,Karry,16384
19357,2019.01.14,2019.01.14,Kimo,16384
19358,2019.01.14,2019.01.14,M14,16384
19359,2019.01.14,2019.01.14,Mikado,16384
19360,2019.01.14,2019.01.14,MPV,16384
19361,2019.01.14,2019.01.14,QQ,16384
19362,2019.01.14,2019.01.14,Sweet,16384
19363,2019.01.14,2019.01.14,Tiggo,16384
19364,2019.01.14,2019.01.14,WOW,16384
19760,2019.01.14,2019.01.14,À13,16384
19761,2019.01.14,2019.01.14,S18,16384
19762,2019.01.14,2019.01.14,M11,16384
20044,2019.01.14,2019.01.14,Very,16384
21063,2019.01.14,2019.01.14,Others,16384
75079,2019.01.14,2019.01.14,Arrizo 5,16384
75080,2019.01.14,2019.01.14,eQ,16384
15983,2019.01.14,2019.01.14,Silverado,19
16378,2019.01.14,2019.01.14,S-10,19
16379,2019.01.14,2019.01.14,2500,19
16400,2019.01.14,2019.01.14,Suburban,19
16455,2019.01.14,2019.01.14,Impala,19
16456,2019.01.14,2019.01.14,Lumina,19
16457,2019.01.14,2019.01.14,Monte Carlo,19
16599,2019.01.14,2019.01.14,Trailblazer,19
18287,2019.01.14,2019.01.14,El Camino,19
18367,2019.01.14,2019.01.14,Avalanche,19
18420,2019.01.14,2019.01.14,Chevy Van,19
1679,2019.01.14,2019.01.14,Astro,19
1680,2019.01.14,2019.01.14,Beretta,19
1681,2019.01.14,2019.01.14,Blazer,19
1683,2019.01.14,2019.01.14,Camaro,19
1684,2019.01.14,2019.01.14,Caprice,19
1685,2019.01.14,2019.01.14,Cavalier,19
1686,2019.01.14,2019.01.14,Citation,19
1687,2019.01.14,2019.01.14,Celebrity,19
1688,2019.01.14,2019.01.14,Corsica,19
1689,2019.01.14,2019.01.14,Corvette,19
1690,2019.01.14,2019.01.14,Malibu,19
15136,2019.01.14,2019.01.14,Tahoe,19
15137,2019.01.14,2019.01.14,Trans Sport,19
15648,2019.01.14,2019.01.14,Alero,19
15738,2019.01.14,2019.01.14,Crew cab,19
15739,2019.01.14,2019.01.14,G,19
15772,2019.01.14,2019.01.14,Dixie van,19
15801,2019.01.14,2019.01.14,K1500,19
15854,2019.01.14,2019.01.14,K30,19
18719,2019.01.14,2019.01.14,Niva,19
18789,2019.01.14,2019.01.14,Captiva,19
18790,2019.01.14,2019.01.14,Epica,19
18571,2019.01.14,2019.01.14,Kalos,19
18572,2019.01.14,2019.01.14,Evanda,19
18574,2019.01.14,2019.01.14,Nubira,19
18516,2019.01.14,2019.01.14,C1500,19
18673,2019.01.14,2019.01.14,Tacuma,19
18685,2019.01.14,2019.01.14,Aveo,19
18570,2019.01.14,2019.01.14,Rezzo,19
18573,2019.01.14,2019.01.14,Lacetti,19
18901,2019.01.14,2019.01.14,Uplander,19
18569,2019.01.14,2019.01.14,Matiz,19
18654,2019.01.14,2019.01.14,SSR,19
19100,2019.01.14,2019.01.14,HHR,19
19121,2019.01.14,2019.01.14,Colorado,19
19122,2019.01.14,2019.01.14,Equinox,19
19172,2019.01.14,2019.01.14,Cruze,19
19180,2019.01.14,2019.01.14,Volt,19
19203,2019.01.14,2019.01.14,Express,19
19221,2019.01.14,2019.01.14,Spark,19
19314,2019.01.14,2019.01.14,Tracker,19
19315,2019.01.14,2019.01.14,Viva,19
19316,2019.01.14,2019.01.14,Lanos,19
19604,2019.01.14,2019.01.14,Orlando,19
19615,2019.01.14,2019.01.14,Chevelle,19
20234,2019.01.14,2019.01.14,Trax,19
20286,2019.01.14,2019.01.14,Traverse,19
74631,2019.01.14,2019.01.14,Bolt,19
74784,2019.01.14,2019.01.14,Bel Air,19
21006,2019.01.14,2019.01.14,Others,19
16420,2019.01.14,2019.01.14,PT Cruiser,20
16587,2019.01.14,2019.01.14,Prowler,20
18338,2019.01.14,2019.01.14,Pacifica,20
18339,2019.01.14,2019.01.14,Crossfire,20
1691,2019.01.14,2019.01.14,ES,20
1692,2019.01.14,2019.01.14,GTS,20
1693,2019.01.14,2019.01.14,GS,20
1694,2019.01.14,2019.01.14,Daytona,20
1695,2019.01.14,2019.01.14,Le Baron,20
1696,2019.01.14,2019.01.14,Neon,20
1697,2019.01.14,2019.01.14,New Yorker,20
1698,2019.01.14,2019.01.14,Saratoga,20
1699,2019.01.14,2019.01.14,Stratus,20
1700,2019.01.14,2019.01.14,Viper,20
1701,2019.01.14,2019.01.14,Vision,20
1702,2019.01.14,2019.01.14,Voyager,20
2150,2019.01.14,2019.01.14,Sebring,20
14992,2019.01.14,2019.01.14,Valiant,20
15139,2019.01.14,2019.01.14,300 M,20
15140,2019.01.14,2019.01.14,Grand Voyager,20
18497,2019.01.14,2019.01.14,300C,20
19109,2019.01.14,2019.01.14,Aspen,20
19763,2019.01.14,2019.01.14,Town & Country,20
20138,2019.01.14,2019.01.14,Ram Van,20
20498,2019.01.14,2019.01.14,Imperial,20
21007,2019.01.14,2019.01.14,Others,20
15984,2019.01.14,2019.01.14,Xsara Picasso,21
16363,2019.01.14,2019.01.14,Jumpy,21
16458,2019.01.14,2019.01.14,C25,21
16525,2019.01.14,2019.01.14,C5,21
18264,2019.01.14,2019.01.14,C3,21
18281,2019.01.14,2019.01.14,C8,21
18373,2019.01.14,2019.01.14,C2,21
1703,2019.01.14,2019.01.14,2CV,21
1704,2019.01.14,2019.01.14,AX,21
1705,2019.01.14,2019.01.14,BX,21
1706,2019.01.14,2019.01.14,CX,21
1707,2019.01.14,2019.01.14,Evasion,21
1708,2019.01.14,2019.01.14,GSA,21
1709,2019.01.14,2019.01.14,LNA,21
1710,2019.01.14,2019.01.14,SAXO,21
1712,2019.01.14,2019.01.14,Xantia,21
1713,2019.01.14,2019.01.14,XM,21
1714,2019.01.14,2019.01.14,ZX,21
14710,2019.01.14,2019.01.14,Jumper,21
14810,2019.01.14,2019.01.14,Xsara,21
14811,2019.01.14,2019.01.14,C15,21
15142,2019.01.14,2019.01.14,Berlingo,21
15638,2019.01.14,2019.01.14,Visa,21
15716,2019.01.14,2019.01.14,DS,21
15717,2019.01.14,2019.01.14,SM,21
18629,2019.01.14,2019.01.14,Acadiane,21
18915,2019.01.14,2019.01.14,C4 Picasso,21
18545,2019.01.14,2019.01.14,C4,21
18651,2019.01.14,2019.01.14,C1,21
18585,2019.01.14,2019.01.14,C6,21
19027,2019.01.14,2019.01.14,Grand C4 Picasso,21
19054,2019.01.14,2019.01.14,C-Crosser,21
19062,2019.01.14,2019.01.14,C35,21
19117,2019.01.14,2019.01.14,Nemo,21
19170,2019.01.14,2019.01.14,C3 Picasso,21
19523,2019.01.14,2019.01.14,DS3,21
19606,2019.01.14,2019.01.14,DS4,21
19718,2019.01.14,2019.01.14,DS5,21
19734,2019.01.14,2019.01.14,C-Zero,21
75010,2019.01.14,2019.01.14,C5 Aircross,21
20162,2019.01.14,2019.01.14,C4 Aircross,21
20780,2019.01.14,2019.01.14,Axel,21
20781,2019.01.14,2019.01.14,Dyane,21
20406,2019.01.14,2019.01.14,C4 Cactus,21
20219,2019.01.14,2019.01.14,C-Elysée,21
20293,2019.01.14,2019.01.14,Méhari,21
74804,2019.01.14,2019.01.14,C3 Aircross,21
75006,2019.01.14,2019.01.14,C4 SpaceTourer,21
75007,2019.01.14,2019.01.14,Grand C4 SpaceTourer,21
75101,2019.01.14,2019.01.14,Traction,21
21008,2019.01.14,2019.01.14,Others,21
74576,2019.01.14,2019.01.14,E-Méhari,21
74441,2019.01.14,2019.01.14,Spacetourer,21
20909,2019.01.14,2019.01.14,MiniEL,16411
20910,2019.01.14,2019.01.14,CityEL,16411
20911,2019.01.14,2019.01.14,CityEL Fact Four,16411
20912,2019.01.14,2019.01.14,Other,16411
20769,2019.01.14,2019.01.14,Electric Mistry,16406
20770,2019.01.14,2019.01.14,Gipsy 500,16406
20771,2019.01.14,2019.01.14,Other,16406
19140,2019.01.14,2019.01.14,C6 Coupe,16380
19141,2019.01.14,2019.01.14,C6 Convertible,16380
19142,2019.01.14,2019.01.14,Z06,16380
19143,2019.01.14,2019.01.14,ZR1,16380
19709,2019.01.14,2019.01.14,C1,16380
19710,2019.01.14,2019.01.14,C2,16380
19711,2019.01.14,2019.01.14,C3,16380
19712,2019.01.14,2019.01.14,C4,16380
19713,2019.01.14,2019.01.14,C5,16380
20290,2019.01.14,2019.01.14,C7,16380
20782,2019.01.14,2019.01.14,CZ6,16380
21061,2019.01.14,2019.01.14,Others,16380
74838,2019.01.14,2019.01.14,Stingray,16380
21075,2019.01.14,2019.01.14,C-Zen,51558
21076,2019.01.14,2019.01.14,Others,51558
75205,2019.01.14,2019.01.14,Ateca,51802
75206,2019.01.14,2019.01.14,Others,51802
18502,2019.01.14,2019.01.14,Pick Up,16360
18498,2019.01.14,2019.01.14,Logan,16360
18501,2019.01.14,2019.01.14,Break,16360
18503,2019.01.14,2019.01.14,Double Cab,16360
18504,2019.01.14,2019.01.14,Drop Side,16360
18705,2019.01.14,2019.01.14,Nova,16360
18499,2019.01.14,2019.01.14,Solenza,16360
18500,2019.01.14,2019.01.14,Berlina,16360
19129,2019.01.14,2019.01.14,Sandero,16360
19233,2019.01.14,2019.01.14,Stepway,16360
19264,2019.01.14,2019.01.14,Duster,16360
20036,2019.01.14,2019.01.14,Lodgy,16360
20186,2019.01.14,2019.01.14,Dokker,16360
20938,2019.01.14,2019.01.14,1310,16360
20939,2019.01.14,2019.01.14,Others,16360
15952,2019.01.14,2019.01.14,Aranos,22
16512,2019.01.14,2019.01.14,Tacuma,22
18291,2019.01.14,2019.01.14,Kalos,22
18348,2019.01.14,2019.01.14,Rezzo,22
18349,2019.01.14,2019.01.14,Musso,22
18350,2019.01.14,2019.01.14,Korando,22
18360,2019.01.14,2019.01.14,Evanda,22
18396,2019.01.14,2019.01.14,Truck Plus,22
18436,2019.01.14,2019.01.14,Lacetti,22
1715,2019.01.14,2019.01.14,Espero,22
1716,2019.01.14,2019.01.14,Nexia,22
14996,2019.01.14,2019.01.14,Lanos,22
14997,2019.01.14,2019.01.14,Nubira,22
14998,2019.01.14,2019.01.14,Leganza,22
15644,2019.01.14,2019.01.14,Matiz,22
20783,2019.01.14,2019.01.14,Lublin,22
75106,2019.01.14,2019.01.14,Tico,22
75107,2019.01.14,2019.01.14,Damas,22
20931,2019.01.14,2019.01.14,Rexton,22
20932,2019.01.14,2019.01.14,Others,22
16459,2019.01.14,2019.01.14,400,16333
75008,2019.01.14,2019.01.14,428,16333
75009,2019.01.14,2019.01.14,435,16333
21046,2019.01.14,2019.01.14,Others,16333
16460,2019.01.14,2019.01.14,Valera,23
16588,2019.01.14,2019.01.14,YRV,23
18426,2019.01.14,2019.01.14,Copen,23
18434,2019.01.14,2019.01.14,Domino,23
1717,2019.01.14,2019.01.14,Applause,23
1718,2019.01.14,2019.01.14,Charade,23
1719,2019.01.14,2019.01.14,Charmant,23
1720,2019.01.14,2019.01.14,Cuore,23
1721,2019.01.14,2019.01.14,Feroza,23
1722,2019.01.14,2019.01.14,Rocky,23
1723,2019.01.14,2019.01.14,Taft,23
2146,2019.01.14,2019.01.14,Hijet,23
15144,2019.01.14,2019.01.14,Move,23
15145,2019.01.14,2019.01.14,Gran Move,23
15146,2019.01.14,2019.01.14,Terios,23
15639,2019.01.14,2019.01.14,Sirion,23
15741,2019.01.14,2019.01.14,Freeclimber,23
18924,2019.01.14,2019.01.14,Materia,23
18811,2019.01.14,2019.01.14,Extol,23
18897,2019.01.14,2019.01.14,Trevis,23
20784,2019.01.14,2019.01.14,Pionier,23
20427,2019.01.14,2019.01.14,F Modelle,23
21009,2019.01.14,2019.01.14,Others,23
20640,2019.01.14,2019.01.14,Super Eight,16397
20641,2019.01.14,2019.01.14,Super V8,16397
20642,2019.01.14,2019.01.14,Double Six,16397
20643,2019.01.14,2019.01.14,Six,16397
20644,2019.01.14,2019.01.14,Sovereign,16397
20645,2019.01.14,2019.01.14,Other,16397
75024,2019.01.14,2019.01.14,C15,16434
21207,2019.01.14,2019.01.14,505,16434
21208,2019.01.14,2019.01.14,504,16434
21209,2019.01.14,2019.01.14,Boxer,16434
21210,2019.01.14,2019.01.14,C25,16434
21211,2019.01.14,2019.01.14,J5,16434
21212,2019.01.14,2019.01.14,Jumpy,16434
21213,2019.01.14,2019.01.14,Jumper,16434
21214,2019.01.14,2019.01.14,Scudo,16434
21215,2019.01.14,2019.01.14,Partner,16434
21216,2019.01.14,2019.01.14,Ducato,16434
21217,2019.01.14,2019.01.14,Berlingo,16434
21218,2019.01.14,2019.01.14,Expert,16434
21219,2019.01.14,2019.01.14,Others,16434
21137,2019.01.14,2019.01.14,Type 55 Roadster,16423
21138,2019.01.14,2019.01.14,Type 55 Tourer,16423
21139,2019.01.14,2019.01.14,Atalante 57S,16423
21140,2019.01.14,2019.01.14,Grand-Prix,16423
21141,2019.01.14,2019.01.14,Roadster,16423
21142,2019.01.14,2019.01.14,Others,16423
74533,2019.01.14,2019.01.14,Vallelunga,51779
74534,2019.01.14,2019.01.14,Mangusta,51779
74535,2019.01.14,2019.01.14,Pantera,51779
74536,2019.01.14,2019.01.14,Deauville,51779
74537,2019.01.14,2019.01.14,Longchamp,51779
74538,2019.01.14,2019.01.14,GuarÃ ,51779
74539,2019.01.14,2019.01.14,Others,51779
19662,2019.01.14,2019.01.14,Aurora,16391
19663,2019.01.14,2019.01.14,Cowboy,16391
19664,2019.01.14,2019.01.14,Land Crown,16391
19665,2019.01.14,2019.01.14,Plutus,16391
19666,2019.01.14,2019.01.14,Shuttle,16391
21068,2019.01.14,2019.01.14,Others,16391
75011,2019.01.14,2019.01.14,Glory 580,51773
75012,2019.01.14,2019.01.14,K05,51773
75013,2019.01.14,2019.01.14,K07,51773
75014,2019.01.14,2019.01.14,V22,51773
75015,2019.01.14,2019.01.14,C31,51773
75016,2019.01.14,2019.01.14,C37,51773
74449,2019.01.14,2019.01.14,K01,51773
74450,2019.01.14,2019.01.14,K02,51773
74451,2019.01.14,2019.01.14,C32,51773
74452,2019.01.14,2019.01.14,C35,51773
74453,2019.01.14,2019.01.14,City Pickup,51773
74460,2019.01.14,2019.01.14,Others,51773
74489,2019.01.14,2019.01.14,V21,51773
74490,2019.01.14,2019.01.14,V25,51773
16401,2019.01.14,2019.01.14,Dakota,2152
16450,2019.01.14,2019.01.14,Viper,2152
2154,2019.01.14,2019.01.14,Stealth,2152
2155,2019.01.14,2019.01.14,Grand Caravan,2152
15321,2019.01.14,2019.01.14,RAM,2152
15802,2019.01.14,2019.01.14,Durango,2152
15855,2019.01.14,2019.01.14,Van,2152
18916,2019.01.14,2019.01.14,Nitro,2152
18693,2019.01.14,2019.01.14,Charger,2152
18566,2019.01.14,2019.01.14,Magnum,2152
18567,2019.01.14,2019.01.14,Neon,2152
18825,2019.01.14,2019.01.14,Caliber,2152
18568,2019.01.14,2019.01.14,Stratus,2152
19050,2019.01.14,2019.01.14,Avenger,2152
19074,2019.01.14,2019.01.14,Journey,2152
19102,2019.01.14,2019.01.14,Challenger,2152
19317,2019.01.14,2019.01.14,Intrepid,2152
19318,2019.01.14,2019.01.14,Caravan,2152
20499,2019.01.14,2019.01.14,Coronet,2152
20975,2019.01.14,2019.01.14,Dart,2152
20976,2019.01.14,2019.01.14,Others,2152
74736,2019.01.14,2019.01.14,Demon,2152
16605,2019.01.14,2019.01.14,D8,16339
16606,2019.01.14,2019.01.14,S8,16339
21048,2019.01.14,2019.01.14,Others,16339
19228,2019.01.14,2019.01.14,DR1,16383
19229,2019.01.14,2019.01.14,DR2,16383
19230,2019.01.14,2019.01.14,DR3,16383
19231,2019.01.14,2019.01.14,DR5,16383
19232,2019.01.14,2019.01.14,KATAY,16383
20309,2019.01.14,2019.01.14,City Cross,16383
74731,2019.01.14,2019.01.14,DR4,16383
74732,2019.01.14,2019.01.14,DR6,16383
74733,2019.01.14,2019.01.14,DR EVO5,16383
20967,2019.01.14,2019.01.14,DR Zero,16383
20968,2019.01.14,2019.01.14,Others,16383
74661,2019.01.14,2019.01.14,DS 7 Crossback,16415
21088,2019.01.14,2019.01.14,DS 3,16415
21090,2019.01.14,2019.01.14,DS 4,16415
21091,2019.01.14,2019.01.14,DS 5,16415
21092,2019.01.14,2019.01.14,Other,16415
20548,2019.01.14,2019.01.14,Rico,51552
20549,2019.01.14,2019.01.14,Rico Shuttle,51552
20530,2019.01.14,2019.01.14,Others,51552
20537,2019.01.14,2019.01.14,Phaeton Series 1,51552
20538,2019.01.14,2019.01.14,Phaeton Series 2,51552
20539,2019.01.14,2019.01.14,Phaeton Series 3,51552
20541,2019.01.14,2019.01.14,B Plus Series 2,51552
20544,2019.01.14,2019.01.14,Sierra Series 1,51552
20546,2019.01.14,2019.01.14,Sierra Series 3,51552
20547,2019.01.14,2019.01.14,Sierra Drop Head,51552
20531,2019.01.14,2019.01.14,P1,51552
20532,2019.01.14,2019.01.14,B Type,51552
20533,2019.01.14,2019.01.14,B Plus,51552
20534,2019.01.14,2019.01.14,Malaga,51552
20535,2019.01.14,2019.01.14,Malaga B+,51552
20536,2019.01.14,2019.01.14,Cantera,51552
20540,2019.01.14,2019.01.14,Phaeton Series 4,51552
20542,2019.01.14,2019.01.14,Melos,51552
20543,2019.01.14,2019.01.14,Legerra,51552
20545,2019.01.14,2019.01.14,Sierra Series 2,51552
20550,2019.01.14,2019.01.14,Beneto,51552
74981,2019.01.14,2019.01.14,Life 20,51794
74982,2019.01.14,2019.01.14,Life 40,51794
74983,2019.01.14,2019.01.14,Life 60,51794
74984,2019.01.14,2019.01.14,Mover,51794
74985,2019.01.14,2019.01.14,Others,51794
74316,2019.01.14,2019.01.14,Birò,16436
74317,2019.01.14,2019.01.14,Others,16436
16385,2019.01.14,2019.01.14,195,27
16386,2019.01.14,2019.01.14,246,27
16387,2019.01.14,2019.01.14,275,27
16388,2019.01.14,2019.01.14,330,27
16389,2019.01.14,2019.01.14,360,27
16559,2019.01.14,2019.01.14,206,27
18289,2019.01.14,2019.01.14,Dino GT4,27
18309,2019.01.14,2019.01.14,Enzo Ferrari,27
18347,2019.01.14,2019.01.14,575,27
18468,2019.01.14,2019.01.14,612,27
1725,2019.01.14,2019.01.14,328,27
1726,2019.01.14,2019.01.14,348,27
1727,2019.01.14,2019.01.14,412,27
1728,2019.01.14,2019.01.14,456,27
1729,2019.01.14,2019.01.14,512,27
1730,2019.01.14,2019.01.14,550,27
1731,2019.01.14,2019.01.14,F355,27
1732,2019.01.14,2019.01.14,F40,27
1733,2019.01.14,2019.01.14,Mondial,27
1734,2019.01.14,2019.01.14,Testarossa,27
2115,2019.01.14,2019.01.14,365,27
2116,2019.01.14,2019.01.14,308,27
2164,2019.01.14,2019.01.14,400,27
15668,2019.01.14,2019.01.14,F50,27
15671,2019.01.14,2019.01.14,F512,27
15753,2019.01.14,2019.01.14,208,27
15754,2019.01.14,2019.01.14,250,27
15755,2019.01.14,2019.01.14,288,27
15757,2019.01.14,2019.01.14,750,27
15758,2019.01.14,2019.01.14,Daytona,27
18791,2019.01.14,2019.01.14,599,27
18632,2019.01.14,2019.01.14,Superamerica,27
18547,2019.01.14,2019.01.14,F430,27
19157,2019.01.14,2019.01.14,California,27
19245,2019.01.14,2019.01.14,458,27
19719,2019.01.14,2019.01.14,FF,27
20785,2019.01.14,2019.01.14,Scuderia Spider 16M,27
20331,2019.01.14,2019.01.14,LaFerrari,27
20139,2019.01.14,2019.01.14,FXX,27
20140,2019.01.14,2019.01.14,F12,27
21010,2019.01.14,2019.01.14,Others,27
21085,2019.01.14,2019.01.14,488,27
74660,2019.01.14,2019.01.14,812,27
74328,2019.01.14,2019.01.14,GTC4 Lusso,27
74687,2019.01.14,2019.01.14,Portofino,27
15964,2019.01.14,2019.01.14,Campagnola,28
15989,2019.01.14,2019.01.14,Talento,28
16372,2019.01.14,2019.01.14,Strada,28
16407,2019.01.14,2019.01.14,Penny,28
16487,2019.01.14,2019.01.14,124 Coupè,28
16514,2019.01.14,2019.01.14,Stilo,28
16515,2019.01.14,2019.01.14,Doblo,28
18399,2019.01.14,2019.01.14,Idea,28
1735,2019.01.14,2019.01.14,126,28
1736,2019.01.14,2019.01.14,127,28
1737,2019.01.14,2019.01.14,131,28
1739,2019.01.14,2019.01.14,Barchetta,28
1740,2019.01.14,2019.01.14,Brava,28
1741,2019.01.14,2019.01.14,Bravo,28
1742,2019.01.14,2019.01.14,Cinquecento,28
1743,2019.01.14,2019.01.14,Coupe,28
1744,2019.01.14,2019.01.14,Croma,28
1745,2019.01.14,2019.01.14,Marea,28
1746,2019.01.14,2019.01.14,Panda,28
1747,2019.01.14,2019.01.14,Punto,28
1748,2019.01.14,2019.01.14,Regata,28
1749,2019.01.14,2019.01.14,Ritmo,28
1750,2019.01.14,2019.01.14,Spider Europa,28
1751,2019.01.14,2019.01.14,Tempra,28
1752,2019.01.14,2019.01.14,Tipo,28
1753,2019.01.14,2019.01.14,Ulysse,28
1754,2019.01.14,2019.01.14,Uno,28
1755,2019.01.14,2019.01.14,X 1/9,28
2130,2019.01.14,2019.01.14,130,28
2168,2019.01.14,2019.01.14,Dino,28
14783,2019.01.14,2019.01.14,Ducato,28
14827,2019.01.14,2019.01.14,Fiorino,28
14838,2019.01.14,2019.01.14,242,28
15160,2019.01.14,2019.01.14,500,28
15161,2019.01.14,2019.01.14,Palio,28
15247,2019.01.14,2019.01.14,Seicento,28
15248,2019.01.14,2019.01.14,Scudo,28
15351,2019.01.14,2019.01.14,124 Spider,28
15640,2019.01.14,2019.01.14,Multipla,28
15730,2019.01.14,2019.01.14,Duna,28
15768,2019.01.14,2019.01.14,Marengo,28
15769,2019.01.14,2019.01.14,Maxi,28
18731,2019.01.14,2019.01.14,Grande Punto,28
18779,2019.01.14,2019.01.14,Sedici,28
19056,2019.01.14,2019.01.14,Linea,28
19187,2019.01.14,2019.01.14,Qubo,28
19259,2019.01.14,2019.01.14,Punto Evo,28
19265,2019.01.14,2019.01.14,128,28
19319,2019.01.14,2019.01.14,Albea,28
19533,2019.01.14,2019.01.14,500C,28
19612,2019.01.14,2019.01.14,500 Abarth,28
19613,2019.01.14,2019.01.14,500C Abarth,28
19720,2019.01.14,2019.01.14,Freemont,28
20038,2019.01.14,2019.01.14,New Panda,28
20786,2019.01.14,2019.01.14,132,28
20787,2019.01.14,2019.01.14,133,28
20788,2019.01.14,2019.01.14,600,28
20789,2019.01.14,2019.01.14,850,28
20790,2019.01.14,2019.01.14,Argenta,28
20628,2019.01.14,2019.01.14,500X,28
20254,2019.01.14,2019.01.14,595 Abarth,28
20419,2019.01.14,2019.01.14,Pininfarina,28
20172,2019.01.14,2019.01.14,500L,28
74368,2019.01.14,2019.01.14,Fullback,28
21011,2019.01.14,2019.01.14,Others,28
20944,2019.01.14,2019.01.14,900,28
20792,2019.01.14,2019.01.14,Latigo CS,51543
20322,2019.01.14,2019.01.14,Others,51543
20324,2019.01.14,2019.01.14,Karma,51543
75044,2019.01.14,2019.01.14,EMotion,51543
75045,2019.01.14,2019.01.14,Orbit,51543
20799,2019.01.14,2019.01.14,Troy,51542
20800,2019.01.14,2019.01.14,Victor,51542
20801,2019.01.14,2019.01.14,Victory,51542
20298,2019.01.14,2019.01.14,Others,51542
20299,2019.01.14,2019.01.14,GA200,51542
20300,2019.01.14,2019.01.14,WAY,51542
74786,2019.01.14,2019.01.14,GA500,51542
21191,2019.01.14,2019.01.14,GX6,51542
16562,2019.01.14,2019.01.14,GALLOPER,16337
20793,2019.01.14,2019.01.14,Santamo,16337
20961,2019.01.14,2019.01.14,Exceed,16337
20962,2019.01.14,2019.01.14,Super Exceed,16337
20963,2019.01.14,2019.01.14,Others,16337
19447,2019.01.14,2019.01.14,22171,16386
19448,2019.01.14,2019.01.14,22177,16386
19449,2019.01.14,2019.01.14,24,16386
19450,2019.01.14,2019.01.14,2401,16386
19451,2019.01.14,2019.01.14,2402,16386
19452,2019.01.14,2019.01.14,2404,16386
19453,2019.01.14,2019.01.14,2410,16386
19454,2019.01.14,2019.01.14,2411,16386
19455,2019.01.14,2019.01.14,2412,16386
19456,2019.01.14,2019.01.14,2434,16386
19457,2019.01.14,2019.01.14,31,16386
19458,2019.01.14,2019.01.14,3102,16386
19459,2019.01.14,2019.01.14,31022,16386
19460,2019.01.14,2019.01.14,310221,16386
19461,2019.01.14,2019.01.14,31026,16386
19462,2019.01.14,2019.01.14,31029,16386
19463,2019.01.14,2019.01.14,3105,16386
19464,2019.01.14,2019.01.14,3110,16386
19465,2019.01.14,2019.01.14,31105,16386
19466,2019.01.14,2019.01.14,3111,16386
19467,2019.01.14,2019.01.14,38407,16386
19468,2019.01.14,2019.01.14,38649,16386
19469,2019.01.14,2019.01.14,38710,16386
19470,2019.01.14,2019.01.14,Siber,16386
20842,2019.01.14,2019.01.14,Gazelle,16386
20843,2019.01.14,2019.01.14,Next,16386
20844,2019.01.14,2019.01.14,Sobol,16386
21065,2019.01.14,2019.01.14,Others,16386
19667,2019.01.14,2019.01.14,MK,16392
19668,2019.01.14,2019.01.14,Otaka,16392
19669,2019.01.14,2019.01.14,Vision,16392
21069,2019.01.14,2019.01.14,Others,16392
75073,2019.01.14,2019.01.14,Emgrand,16392
75074,2019.01.14,2019.01.14,GC 6,16392
75075,2019.01.14,2019.01.14,X7,16392
20753,2019.01.14,2019.01.14,Four,16403
20754,2019.01.14,2019.01.14,Two,16403
20755,2019.01.14,2019.01.14,e6,16403
20756,2019.01.14,2019.01.14,Other,16403
20749,2019.01.14,2019.01.14,e2,16403
20750,2019.01.14,2019.01.14,e4,16403
20751,2019.01.14,2019.01.14,eL,16403
20752,2019.01.14,2019.01.14,eS,16403
75050,2019.01.14,2019.01.14,eM,16403
20285,2019.01.14,2019.01.14,Others,51540
75030,2019.01.14,2019.01.14,Mistrale,51540
75031,2019.01.14,2019.01.14,Tornado,51540
75032,2019.01.14,2019.01.14,Avalanche,51540
75033,2019.01.14,2019.01.14,Mirage,51540
75034,2019.01.14,2019.01.14,MIG,51540
75035,2019.01.14,2019.01.14,GT,51540
75036,2019.01.14,2019.01.14,Aero,51540
75037,2019.01.14,2019.01.14,GTP,51540
74960,2019.01.14,2019.01.14,G70,51792
74961,2019.01.14,2019.01.14,G80,51792
74962,2019.01.14,2019.01.14,G90,51792
74963,2019.01.14,2019.01.14,Others,51792
74957,2019.01.14,2019.01.14,Vertigo,51791
74958,2019.01.14,2019.01.14,Donkervoort,51791
74959,2019.01.14,2019.01.14,Others,51791
21126,2019.01.14,2019.01.14,Gladiator,16421
21127,2019.01.14,2019.01.14,Gyppo,16421
21128,2019.01.14,2019.01.14,Others,16421
18296,2019.01.14,2019.01.14,Savana,2153
18297,2019.01.14,2019.01.14,Vandura,2153
18298,2019.01.14,2019.01.14,Sonoma,2153
18299,2019.01.14,2019.01.14,Envoy,2153
18300,2019.01.14,2019.01.14,Yukon,2153
18301,2019.01.14,2019.01.14,Sierra,2153
18302,2019.01.14,2019.01.14,Safari,2153
18303,2019.01.14,2019.01.14,Others,2153
2157,2019.01.14,2019.01.14,Typhoon,2153
15087,2019.01.14,2019.01.14,Syclone,2153
18908,2019.01.14,2019.01.14,Acadia,2153
74773,2019.01.14,2019.01.14,Canyon,2153
74774,2019.01.14,2019.01.14,Terrain,2153
19193,2019.01.14,2019.01.14,Gwperi,16382
