model;make;country;start_date;run_time;cars;images;errors;;;;;
Mercedes-Benz;Vaneo;AT;2019-02-15 09:50:20.497628;2.0114364624023438;0;0;0;;;;;
Mercedes-Benz;Vaneo;BE;2019-02-15 09:50:22.511030;65.67946767807007;7;59;0;;;;;
Mercedes-Benz;Vaneo;DE;2019-02-15 09:51:28.192498;1314.5040919780731;123;1308;0;;;;;
Mercedes-Benz;Vaneo;ES;2019-02-15 10:13:22.698581;86.56493902206421;8;83;0;;;;;
Mercedes-Benz;Vaneo;FR;2019-02-15 10:14:49.265478;9.395380973815918;2;6;0;;;;;
Mercedes-Benz;Vaneo;IT;2019-02-15 10:14:58.662820;236.33346676826477;23;227;0;;;;;
Mercedes-Benz;Vaneo;LU;2019-02-15 10:18:54.998287;1.909069538116455;0;0;0;;;;;
Mercedes-Benz;Vaneo;NE;2019-02-15 10:18:56.909316;222.07901644706726;20;212;0;;;;;
Mercedes-Benz;C 32 AMG;AT;2019-02-15 10:22:38.993325;31.855026483535767;3;27;0;;;;;
Mercedes-Benz;C 32 AMG;BE;2019-02-15 10:23:10.850354;47.44275164604187;3;41;0;;;;;
Mercedes-Benz;C 32 AMG;DE;2019-02-15 10:23:58.295064;143.96714448928833;12;145;0;;;;;
Mercedes-Benz;C 32 AMG;ES;2019-02-15 10:26:22.264208;59.58235788345337;5;58;0;;;;;
Mercedes-Benz;C 32 AMG;FR;2019-02-15 10:27:21.848724;14.16660761833191;2;10;0;;;;;
Mercedes-Benz;C 32 AMG;IT;2019-02-15 10:27:36.017290;80.94125604629517;7;81;0;;;;;
Mercedes-Benz;C 32 AMG;LU;2019-02-15 10:28:56.960504;2.2484793663024902;0;0;0;;;;;
Mercedes-Benz;C 32 AMG;NE;2019-02-15 10:28:59.210984;168.14673900604248;12;167;0;;;;;
Mercedes-Benz;SL 55 AMG;AT;2019-02-15 10:31:47.362758;113.79058051109314;8;110;0;;;;;
Mercedes-Benz;SL 55 AMG;BE;2019-02-15 10:33:41.155338;79.38898205757141;6;76;0;;;;;
Mercedes-Benz;SL 55 AMG;DE;2019-02-15 10:35:00.544320;1095.8713099956512;81;1114;0;;;;;
Mercedes-Benz;SL 55 AMG;ES;2019-02-15 10:53:16.417950;235.43111777305603;17;235;0;;;;;
Mercedes-Benz;SL 55 AMG;FR;2019-02-15 10:57:11.850031;29.737852811813354;2;30;0;;;;;
Mercedes-Benz;SL 55 AMG;IT;2019-02-15 10:57:41.589849;245.3969211578369;16;242;0;;;;;
Mercedes-Benz;SL 55 AMG;LU;2019-02-15 11:01:46.988718;2.1484131813049316;0;0;0;;;;;
Mercedes-Benz;SL 55 AMG;NE;2019-02-15 11:01:49.138101;410.3838531970978;30;427;0;;;;;
Mercedes-Benz;Vario;AT;2019-02-15 11:08:39.523918;2.090256929397583;0;0;0;;;;;
Mercedes-Benz;Vario;BE;2019-02-15 11:08:41.616139;148.3419132232666;14;141;0;;;;;
Mercedes-Benz;Vario;DE;2019-02-15 11:11:09.960051;1631.5025613307953;132;1640;0;;;;;
Mercedes-Benz;Vario;ES;2019-02-15 11:38:21.463507;1.867262601852417;0;0;0;;;;;
Mercedes-Benz;Vario;FR;2019-02-15 11:38:23.332770;2.3818066120147705;0;0;0;;;;;
Mercedes-Benz;Vario;IT;2019-02-15 11:38:25.716540;32.289485931396484;2;29;0;;;;;
Mercedes-Benz;Vario;LU;2019-02-15 11:38:58.008025;1.8602490425109863;0;0;0;;;;;
Mercedes-Benz;Vario;NE;2019-02-15 11:38:59.870275;112.69600677490234;10;115;0;;;;;
Mercedes-Benz;A 210;AT;2019-02-15 11:40:52.571268;34.198951721191406;2;27;0;;;;;
Mercedes-Benz;A 210;BE;2019-02-15 11:41:26.770220;2.2791523933410645;0;0;0;;;;;
Mercedes-Benz;A 210;DE;2019-02-15 11:41:29.051333;325.69173550605774;30;326;0;;;;;
Mercedes-Benz;A 210;ES;2019-02-15 11:46:54.745071;14.218276023864746;1;10;0;;;;;
Mercedes-Benz;A 210;FR;2019-02-15 11:47:08.965307;1.9390718936920166;0;0;0;;;;;
Mercedes-Benz;A 210;IT;2019-02-15 11:47:10.906337;16.208890676498413;1;12;0;;;;;
Mercedes-Benz;A 210;LU;2019-02-15 11:47:27.117228;1.9075243473052979;0;0;0;;;;;
Mercedes-Benz;A 210;NE;2019-02-15 11:47:29.025754;78.35496664047241;5;75;0;;;;;
Mercedes-Benz;416;AT;2019-02-15 11:48:47.385581;2.1351330280303955;0;0;0;;;;;
Mercedes-Benz;416;BE;2019-02-15 11:48:49.521683;2.2896411418914795;0;0;0;;;;;
Mercedes-Benz;416;DE;2019-02-15 11:48:51.813330;17.047858953475952;2;13;0;;;;;
Mercedes-Benz;416;ES;2019-02-15 11:49:08.862191;2.033358573913574;0;0;0;;;;;
Mercedes-Benz;416;FR;2019-02-15 11:49:10.896515;2.0211410522460938;0;0;0;;;;;
Mercedes-Benz;416;IT;2019-02-15 11:49:12.919622;5.79309606552124;1;2;0;;;;;
Mercedes-Benz;416;LU;2019-02-15 11:49:18.714677;2.1523165702819824;0;0;0;;;;;
Mercedes-Benz;416;NE;2019-02-15 11:49:20.868952;17.478989601135254;1;15;0;;;;;
Mercedes-Benz;Atego;AT;2019-02-15 11:49:38.352934;29.46401858329773;2;30;0;;;;;
Mercedes-Benz;Atego;BE;2019-02-15 11:50:07.817950;55.41239857673645;6;54;0;;;;;
Mercedes-Benz;Atego;DE;2019-02-15 11:51:03.232305;2613.7164478302;200;2705;0;;;;;
Mercedes-Benz;Atego;ES;2019-02-15 12:34:36.950743;2.005037307739258;0;0;0;;;;;
Mercedes-Benz;Atego;FR;2019-02-15 12:34:38.956781;2.2305569648742676;0;0;0;;;;;
Mercedes-Benz;Atego;IT;2019-02-15 12:34:41.188336;101.78791856765747;10;103;0;;;;;
Mercedes-Benz;Atego;LU;2019-02-15 12:36:22.978470;2.357285976409912;0;0;0;;;;;
Mercedes-Benz;Atego;NE;2019-02-15 12:36:25.337714;102.11542248725891;8;103;0;;;;;
Mercedes-Benz;Actros;AT;2019-02-15 12:38:07.454142;1.669245958328247;0;0;0;;;;;
Mercedes-Benz;Actros;BE;2019-02-15 12:38:09.123388;3.680797576904297;4;0;0;;;;;
Mercedes-Benz;Actros;DE;2019-02-15 12:38:12.806185;888.0296795368195;70;915;0;;;;;
Mercedes-Benz;Actros;ES;2019-02-15 12:53:00.837866;32.90388560295105;2;30;0;;;;;
Mercedes-Benz;Actros;FR;2019-02-15 12:53:33.743752;20.93796181678772;3;15;0;;;;;
Mercedes-Benz;Actros;IT;2019-02-15 12:53:54.684237;155.61106395721436;31;142;0;;;;;
Mercedes-Benz;Actros;LU;2019-02-15 12:56:30.297341;4.390267610549927;4;0;0;;;;;
Mercedes-Benz;Actros;NE;2019-02-15 12:56:34.689567;1.4722740650177002;0;0;0;;;;;
Mercedes-Benz;ML 350;AT;2019-02-15 12:56:36.166491;136.53147435188293;10;135;0;;;;;
Mercedes-Benz;ML 350;BE;2019-02-15 12:58:52.699930;337.5525221824646;30;327;0;;;;;
Mercedes-Benz;ML 350;DE;2019-02-15 13:04:30.252453;2369.6292424201965;200;2341;0;;;;;
Mercedes-Benz;ML 350;ES;2019-02-15 13:43:59.883707;1230.3458573818207;95;1232;0;;;;;
Mercedes-Benz;ML 350;FR;2019-02-15 14:04:30.231556;563.0377821922302;51;556;0;;;;;
Mercedes-Benz;ML 350;IT;2019-02-15 14:13:53.271344;498.55453991889954;40;484;0;;;;;
Mercedes-Benz;ML 350;LU;2019-02-15 14:22:11.827914;55.118042945861816;7;49;0;;;;;
Mercedes-Benz;ML 350;NE;2019-02-15 14:23:06.947987;145.35494208335876;10;150;0;;;;;
Mercedes-Benz;E 400;AT;2019-02-15 14:25:32.307921;537.4538114070892;45;515;0;;;;;
Mercedes-Benz;E 400;BE;2019-02-15 14:34:29.762740;2.28118634223938;0;0;0;;;;;
Mercedes-Benz;E 400;DE;2019-02-15 14:34:32.046214;2411.312317609787;200;2408;0;;;;;
Mercedes-Benz;E 400;ES;2019-02-15 15:14:43.359529;163.51268887519836;13;160;0;;;;;
Mercedes-Benz;E 400;FR;2019-02-15 15:17:26.874220;69.66688513755798;6;67;0;;;;;
Mercedes-Benz;E 400;IT;2019-02-15 15:18:36.543063;301.1286611557007;21;301;0;;;;;
Mercedes-Benz;E 400;LU;2019-02-15 15:23:37.673683;19.217278003692627;4;20;0;;;;;
Mercedes-Benz;E 400;NE;2019-02-15 15:23:56.893020;263.667307138443;18;269;0;;;;;
Mercedes-Benz;C 30 AMG;AT;2019-02-15 15:28:20.577129;2.0038087368011475;0;0;0;;;;;
Mercedes-Benz;C 30 AMG;BE;2019-02-15 15:28:22.582908;18.06460189819336;1;15;0;;;;;
Mercedes-Benz;C 30 AMG;DE;2019-02-15 15:28:40.648511;19.528440952301025;3;15;0;;;;;
Mercedes-Benz;C 30 AMG;ES;2019-02-15 15:29:00.178944;31.609148263931274;3;26;0;;;;;
Mercedes-Benz;C 30 AMG;FR;2019-02-15 15:29:31.793085;15.766608238220215;2;13;0;;;;;
Mercedes-Benz;C 30 AMG;IT;2019-02-15 15:29:47.563677;128.2111520767212;11;124;0;;;;;
Mercedes-Benz;C 30 AMG;LU;2019-02-15 15:31:55.778829;2.13784122467041;0;0;0;;;;;
Mercedes-Benz;C 30 AMG;NE;2019-02-15 15:31:57.919665;32.08551502227783;2;30;0;;;;;
Mercedes-Benz;Viano;AT;2019-02-15 15:32:30.013032;484.03192830085754;40;477;0;;;;;
Mercedes-Benz;Viano;BE;2019-02-15 15:40:34.050909;1531.5843873023987;132;1417;0;;;;;
Mercedes-Benz;Viano;DE;2019-02-15 16:06:05.639290;1907.4736437797546;150;1841;0;;;;;
Mercedes-Benz;Viano;ES;2019-02-15 16:37:53.116815;2337.5735352039337;200;2278;0;;;;;
Mercedes-Benz;Viano;FR;2019-02-15 17:16:50.694307;747.5198805332184;82;728;0;;;;;
Mercedes-Benz;Viano;IT;2019-02-15 17:29:18.218185;2203.0532155036926;200;2144;0;;;;;
Mercedes-Benz;Viano;LU;2019-02-15 18:06:01.274345;31.135167121887207;3;26;0;;;;;
Mercedes-Benz;Viano;NE;2019-02-15 18:06:32.415504;1277.298443555832;97;1297;0;;;;;
Mercedes-Benz;C 55 AMG;AT;2019-02-15 18:27:49.719938;1.9081590175628662;0;0;0;;;;;
Mercedes-Benz;C 55 AMG;BE;2019-02-15 18:27:51.630092;12.775181531906128;1;11;0;;;;;
Mercedes-Benz;C 55 AMG;DE;2019-02-15 18:28:04.409269;229.64224123954773;17;230;0;;;;;
Mercedes-Benz;C 55 AMG;ES;2019-02-15 18:31:54.056493;41.259775161743164;3;37;0;;;;;
Mercedes-Benz;C 55 AMG;FR;2019-02-15 18:32:35.317295;10.943305015563965;1;8;0;;;;;
Mercedes-Benz;C 55 AMG;IT;2019-02-15 18:32:46.264597;17.136198043823242;1;13;0;;;;;
Mercedes-Benz;C 55 AMG;LU;2019-02-15 18:33:03.404748;2.518188953399658;0;0;0;;;;;
Mercedes-Benz;C 55 AMG;NE;2019-02-15 18:33:05.925461;162.54327416419983;11;155;0;;;;;
Mercedes-Benz;CL 55 AMG;AT;2019-02-15 18:35:48.478103;55.340447187423706;6;48;0;;;;;
Mercedes-Benz;CL 55 AMG;BE;2019-02-15 18:36:43.823399;16.0907564163208;2;15;0;;;;;
Mercedes-Benz;CL 55 AMG;DE;2019-02-15 18:36:59.918144;277.14155888557434;20;273;0;;;;;
Mercedes-Benz;CL 55 AMG;ES;2019-02-15 18:41:37.061671;152.22570776939392;14;156;0;;;;;
Mercedes-Benz;CL 55 AMG;FR;2019-02-15 18:44:09.292332;19.19566535949707;2;14;0;;;;;
Mercedes-Benz;CL 55 AMG;IT;2019-02-15 18:44:28.492991;27.594394207000732;2;27;0;;;;;
Mercedes-Benz;CL 55 AMG;LU;2019-02-15 18:44:56.091338;1.9873547554016113;0;0;0;;;;;
Mercedes-Benz;CL 55 AMG;NE;2019-02-15 18:44:58.080584;133.14710998535156;9;128;0;;;;;
Mercedes-Benz;SLK 55 AMG;AT;2019-02-15 18:47:11.241117;15.85298466682434;1;15;0;;;;;
Mercedes-Benz;SLK 55 AMG;BE;2019-02-15 18:47:27.098096;9.614515542984009;2;6;0;;;;;
Mercedes-Benz;SLK 55 AMG;DE;2019-02-15 18:47:36.716839;669.4654202461243;55;667;0;;;;;
Mercedes-Benz;SLK 55 AMG;ES;2019-02-15 18:58:46.186254;79.97943162918091;6;76;0;;;;;
Mercedes-Benz;SLK 55 AMG;FR;2019-02-15 19:00:06.167680;74.6089813709259;6;72;0;;;;;
Mercedes-Benz;SLK 55 AMG;IT;2019-02-15 19:01:20.782645;110.86630535125732;9;109;0;;;;;
Mercedes-Benz;SLK 55 AMG;LU;2019-02-15 19:03:11.653902;2.3164474964141846;0;0;0;;;;;
Mercedes-Benz;SLK 55 AMG;NE;2019-02-15 19:03:13.974347;128.30037760734558;9;123;0;;;;;
Mercedes-Benz;G 55 AMG;AT;2019-02-15 19:05:22.282141;18.92544674873352;1;15;0;;;;;
Mercedes-Benz;G 55 AMG;BE;2019-02-15 19:05:41.211573;47.55168652534485;4;45;0;;;;;
Mercedes-Benz;G 55 AMG;DE;2019-02-15 19:06:28.768217;432.977511882782;32;443;0;;;;;
Mercedes-Benz;G 55 AMG;ES;2019-02-15 19:13:41.751677;20.798110485076904;2;17;0;;;;;
Mercedes-Benz;G 55 AMG;FR;2019-02-15 19:14:02.553783;60.50704073905945;4;59;0;;;;;
Mercedes-Benz;G 55 AMG;IT;2019-02-15 19:15:03.062765;69.12794995307922;6;58;0;;;;;
Mercedes-Benz;G 55 AMG;LU;2019-02-15 19:16:12.195666;2.0009045600891113;0;0;0;;;;;
Mercedes-Benz;G 55 AMG;NE;2019-02-15 19:16:14.200524;180.7928023338318;12;180;0;;;;;
Mercedes-Benz;E 60 AMG;AT;2019-02-15 19:19:15.002262;1.7198107242584229;0;0;0;;;;;
Mercedes-Benz;E 60 AMG;BE;2019-02-15 19:19:16.729183;2.3425750732421875;0;0;0;;;;;
Mercedes-Benz;E 60 AMG;DE;2019-02-15 19:19:19.075713;16.806235551834106;1;15;0;;;;;
Mercedes-Benz;E 60 AMG;ES;2019-02-15 19:19:35.886343;1.6326930522918701;0;0;0;;;;;
Mercedes-Benz;E 60 AMG;FR;2019-02-15 19:19:37.523031;1.9432134628295898;0;0;0;;;;;
Mercedes-Benz;E 60 AMG;IT;2019-02-15 19:19:39.470194;2.6071019172668457;0;0;0;;;;;
Mercedes-Benz;E 60 AMG;LU;2019-02-15 19:19:42.081628;1.808469533920288;0;0;0;;;;;
Mercedes-Benz;E 60 AMG;NE;2019-02-15 19:19:43.896046;1.917738437652588;0;0;0;;;;;
Mercedes-Benz;190;AT;2019-02-15 19:19:45.821724;571.6644632816315;49;558;0;;;;;
Mercedes-Benz;190;BE;2019-02-15 19:29:17.491168;990.4392197132111;89;959;0;;;;;
Mercedes-Benz;190;DE;2019-02-15 19:45:47.934343;2497.1496303081512;200;2478;0;;;;;
Mercedes-Benz;190;ES;2019-02-15 20:27:25.086934;623.3935732841492;57;608;0;;;;;
Mercedes-Benz;190;FR;2019-02-15 20:37:48.485699;444.3899621963501;41;446;0;;;;;
Mercedes-Benz;190;IT;2019-02-15 20:45:12.878672;1582.2333483695984;164;1487;0;;;;;
Mercedes-Benz;190;LU;2019-02-15 21:11:35.116973;13.330390453338623;2;9;0;;;;;
Mercedes-Benz;190;NE;2019-02-15 21:11:48.451831;1483.4214687347412;120;1467;0;;;;;
Mercedes-Benz;200;AT;2019-02-15 21:36:31.881279;481.25302815437317;59;459;0;;;;;
Mercedes-Benz;200;BE;2019-02-15 21:44:33.137308;424.5821096897125;34;406;0;;;;;
Mercedes-Benz;200;DE;2019-02-15 21:51:37.724374;2623.0463874340057;200;2611;0;;;;;
Mercedes-Benz;200;ES;2019-02-15 22:35:20.773725;1243.199176311493;102;1244;0;;;;;
Mercedes-Benz;200;FR;2019-02-15 22:56:03.974869;2265.4681255817413;200;2238;0;;;;;
Mercedes-Benz;200;IT;2019-02-15 23:33:49.444961;1828.0706579685211;140;1856;0;;;;;
Mercedes-Benz;200;LU;2019-02-16 00:04:17.516313;63.10025405883789;9;56;0;;;;;
Mercedes-Benz;200;NE;2019-02-16 00:05:20.619564;1652.4036133289337;127;1634;0;;;;;
Mercedes-Benz;230;AT;2019-02-16 00:32:53.029171;268.89037680625916;25;248;0;;;;;
Mercedes-Benz;230;BE;2019-02-16 00:37:21.921552;313.5361590385437;25;298;0;;;;;
Mercedes-Benz;230;DE;2019-02-16 00:42:35.459676;2625.173679113388;200;2633;0;;;;;
Mercedes-Benz;230;ES;2019-02-16 01:26:20.636342;274.608966588974;24;272;0;;;;;
Mercedes-Benz;230;FR;2019-02-16 01:30:55.247310;95.21695399284363;11;87;0;;;;;
Mercedes-Benz;230;IT;2019-02-16 01:32:30.466222;190.1722092628479;15;174;0;;;;;
Mercedes-Benz;230;LU;2019-02-16 01:35:40.639402;2.5859873294830322;0;0;0;;;;;
Mercedes-Benz;230;NE;2019-02-16 01:35:43.227391;980.836179971695;78;949;0;;;;;
Mercedes-Benz;240;AT;2019-02-16 01:52:04.068527;41.763818979263306;3;34;0;;;;;
Mercedes-Benz;240;BE;2019-02-16 01:52:45.834348;62.73960208892822;7;60;0;;;;;
Mercedes-Benz;240;DE;2019-02-16 01:53:48.575909;591.8050992488861;50;574;0;;;;;
Mercedes-Benz;240;ES;2019-02-16 02:03:40.382965;89.4179437160492;9;80;0;;;;;
Mercedes-Benz;240;FR;2019-02-16 02:05:09.803868;36.54126191139221;4;35;0;;;;;
Mercedes-Benz;240;IT;2019-02-16 02:05:46.348129;227.62785959243774;23;216;0;;;;;
Mercedes-Benz;240;LU;2019-02-16 02:09:33.977947;1.7843255996704102;0;0;0;;;;;
Mercedes-Benz;240;NE;2019-02-16 02:09:35.764236;131.7462034225464;10;122;0;;;;;
Mercedes-Benz;250;AT;2019-02-16 02:11:47.515432;339.1045546531677;32;328;0;;;;;
Mercedes-Benz;250;BE;2019-02-16 02:17:26.621989;233.9395785331726;20;215;0;;;;;
Mercedes-Benz;250;DE;2019-02-16 02:21:20.562466;1817.6031947135925;139;1803;0;;;;;
Mercedes-Benz;250;ES;2019-02-16 02:51:38.167661;304.28360390663147;27;295;0;;;;;
Mercedes-Benz;250;FR;2019-02-16 02:56:42.453260;855.3860042095184;70;837;0;;;;;
Mercedes-Benz;250;IT;2019-02-16 03:10:57.841223;750.8664033412933;70;723;0;;;;;
Mercedes-Benz;250;LU;2019-02-16 03:23:28.709783;42.18367075920105;4;36;0;;;;;
Mercedes-Benz;250;NE;2019-02-16 03:24:10.895412;709.4356322288513;58;696;0;;;;;
Mercedes-Benz;260;AT;2019-02-16 03:36:00.336022;32.58162450790405;3;32;0;;;;;
Mercedes-Benz;260;BE;2019-02-16 03:36:32.919649;21.365967512130737;2;16;0;;;;;
Mercedes-Benz;260;DE;2019-02-16 03:36:54.287578;350.47543573379517;27;367;0;;;;;
Mercedes-Benz;260;ES;2019-02-16 03:42:44.765006;51.97284173965454;7;46;0;;;;;
Mercedes-Benz;260;FR;2019-02-16 03:43:36.738847;2.346339464187622;0;0;0;;;;;
Mercedes-Benz;260;IT;2019-02-16 03:43:39.088216;30.385591745376587;2;28;0;;;;;
Mercedes-Benz;260;LU;2019-02-16 03:44:09.475804;2.38201904296875;0;0;0;;;;;
Mercedes-Benz;260;NE;2019-02-16 03:44:11.857823;129.08309054374695;11;126;0;;;;;
Mercedes-Benz;280;AT;2019-02-16 03:46:20.942909;424.2265567779541;36;409;0;;;;;
Mercedes-Benz;280;BE;2019-02-16 03:53:25.171425;365.4746947288513;33;355;0;;;;;
Mercedes-Benz;280;DE;2019-02-16 03:59:30.648115;2762.471114873886;200;2785;0;;;;;
Mercedes-Benz;280;ES;2019-02-16 04:45:33.121194;279.0185537338257;24;270;0;;;;;
Mercedes-Benz;280;FR;2019-02-16 04:50:12.141749;283.65186834335327;33;277;0;;;;;
Mercedes-Benz;280;IT;2019-02-16 04:54:55.793617;590.4685506820679;51;581;0;;;;;
Mercedes-Benz;280;LU;2019-02-16 05:04:46.264168;1.957542896270752;0;0;0;;;;;
Mercedes-Benz;280;NE;2019-02-16 05:04:48.223706;1274.3116483688354;100;1254;0;;;;;
Mercedes-Benz;300;AT;2019-02-16 05:26:02.540347;454.93038749694824;48;455;0;;;;;
Mercedes-Benz;300;BE;2019-02-16 05:33:37.471724;556.3479125499725;45;542;0;;;;;
Mercedes-Benz;300;DE;2019-02-16 05:42:53.820651;2648.5319211483;200;2692;0;;;;;
Mercedes-Benz;300;ES;2019-02-16 06:27:02.354574;864.8827068805695;79;847;0;;;;;
Mercedes-Benz;300;FR;2019-02-16 06:41:27.239240;467.13590478897095;43;477;0;;;;;
Mercedes-Benz;300;IT;2019-02-16 06:49:14.376115;487.8732981681824;50;484;0;;;;;
Mercedes-Benz;300;LU;2019-02-16 06:57:22.251414;7.280721187591553;1;5;0;;;;;
Mercedes-Benz;300;NE;2019-02-16 06:57:29.534135;949.1052179336548;81;972;0;;;;;
Mercedes-Benz;320;AT;2019-02-16 07:13:18.644303;107.70966100692749;10;101;0;;;;;
Mercedes-Benz;320;BE;2019-02-16 07:15:06.355965;1.7813398838043213;0;0;0;;;;;
Mercedes-Benz;320;DE;2019-02-16 07:15:08.139305;768.4850177764893;64;768;0;;;;;
Mercedes-Benz;320;ES;2019-02-16 07:27:56.626323;243.33107995986938;19;236;0;;;;;
Mercedes-Benz;320;FR;2019-02-16 07:31:59.959394;78.08708143234253;8;76;0;;;;;
Mercedes-Benz;320;IT;2019-02-16 07:33:18.046475;134.31412076950073;14;125;0;;;;;
Mercedes-Benz;320;LU;2019-02-16 07:35:32.362563;2.289566993713379;0;0;0;;;;;
Mercedes-Benz;320;NE;2019-02-16 07:35:34.654097;171.34224224090576;14;169;0;;;;;
Mercedes-Benz;380;AT;2019-02-16 07:38:26.001331;31.347423553466797;3;29;0;;;;;
Mercedes-Benz;380;BE;2019-02-16 07:38:57.350722;79.16277718544006;7;72;0;;;;;
Mercedes-Benz;380;DE;2019-02-16 07:40:16.515458;636.5944199562073;49;651;0;;;;;
Mercedes-Benz;380;ES;2019-02-16 07:50:53.111838;40.59419274330139;6;36;0;;;;;
Mercedes-Benz;380;FR;2019-02-16 07:51:33.708030;10.803879976272583;2;8;0;;;;;
Mercedes-Benz;380;IT;2019-02-16 07:51:44.511910;94.20144319534302;10;89;0;;;;;
Mercedes-Benz;380;LU;2019-02-16 07:53:18.715317;2.337348461151123;0;0;0;;;;;
Mercedes-Benz;380;NE;2019-02-16 07:53:21.054656;392.02603673934937;31;384;0;;;;;
Mercedes-Benz;400;AT;2019-02-16 07:59:53.085687;15.84023380279541;2;11;0;;;;;
Mercedes-Benz;400;BE;2019-02-16 08:00:08.927879;16.97968339920044;1;14;0;;;;;
Mercedes-Benz;400;DE;2019-02-16 08:00:25.909564;197.4569389820099;16;197;0;;;;;
Mercedes-Benz;400;ES;2019-02-16 08:03:43.368509;65.60353231430054;6;62;0;;;;;
Mercedes-Benz;400;FR;2019-02-16 08:04:48.974717;120.32120394706726;10;123;0;;;;;
Mercedes-Benz;400;IT;2019-02-16 08:06:49.297880;39.65833926200867;3;39;0;;;;;
Mercedes-Benz;400;LU;2019-02-16 08:07:28.958181;1.955596923828125;0;0;0;;;;;
Mercedes-Benz;400;NE;2019-02-16 08:07:30.915737;150.83918714523315;11;147;0;;;;;
Mercedes-Benz;500;AT;2019-02-16 08:10:01.756888;2.2995471954345703;0;0;0;;;;;
Mercedes-Benz;500;BE;2019-02-16 08:10:04.058391;82.81703495979309;8;78;0;;;;;
Mercedes-Benz;500;DE;2019-02-16 08:11:26.876401;129.4813528060913;10;123;0;;;;;
Mercedes-Benz;500;ES;2019-02-16 08:13:36.359753;274.15230655670166;22;268;0;;;;;
Mercedes-Benz;500;FR;2019-02-16 08:18:10.514021;318.5029079914093;29;322;0;;;;;
Mercedes-Benz;500;IT;2019-02-16 08:23:29.018930;429.0116722583771;39;429;0;;;;;
Mercedes-Benz;500;LU;2019-02-16 08:30:38.031529;2.545793056488037;0;0;0;;;;;
Mercedes-Benz;500;NE;2019-02-16 08:30:40.578322;610.6553175449371;48;606;0;;;;;
Mercedes-Benz;600;AT;2019-02-16 08:40:51.238599;59.463255882263184;5;57;0;;;;;
Mercedes-Benz;600;BE;2019-02-16 08:41:50.703857;2.311389923095703;0;0;0;;;;;
Mercedes-Benz;600;DE;2019-02-16 08:41:53.017206;395.9746079444885;29;409;0;;;;;
Mercedes-Benz;600;ES;2019-02-16 08:48:28.993815;76.85319781303406;6;71;0;;;;;
Mercedes-Benz;600;FR;2019-02-16 08:49:45.848010;12.956655263900757;1;13;0;;;;;
Mercedes-Benz;600;IT;2019-02-16 08:49:58.806669;178.2264530658722;14;186;0;;;;;
Mercedes-Benz;600;LU;2019-02-16 08:52:57.034086;1.9895009994506836;0;0;0;;;;;
Mercedes-Benz;600;NE;2019-02-16 08:52:59.025625;82.42668271064758;6;82;0;;;;;
Mercedes-Benz;C 180;AT;2019-02-16 08:54:21.457303;582.9455375671387;60;572;0;;;;;
Mercedes-Benz;C 180;BE;2019-02-16 09:04:04.403726;2062.705062389374;200;1852;0;;;;;
Mercedes-Benz;C 180;DE;2019-02-16 09:38:27.109788;2401.925589799881;200;2383;0;;;;;
Mercedes-Benz;C 180;ES;2019-02-16 10:18:29.035377;1779.5032935142517;155;1728;0;;;;;
Mercedes-Benz;C 180;FR;2019-02-16 10:48:08.538671;926.874026298523;87;891;0;;;;;
Mercedes-Benz;C 180;IT;2019-02-16 11:03:35.412697;335.51992416381836;30;310;0;;;;;
Mercedes-Benz;C 180;LU;2019-02-16 11:09:10.932621;14.85840368270874;9;8;0;;;;;
Mercedes-Benz;C 180;NE;2019-02-16 11:09:25.791025;2662.2632100582123;200;2718;0;;;;;
Mercedes-Benz;C 200;AT;2019-02-16 11:53:48.054235;1981.6919393539429;200;1901;0;;;;;
Mercedes-Benz;C 200;BE;2019-02-16 12:26:49.746174;2035.0267763137817;200;1998;0;;;;;
Mercedes-Benz;C 200;DE;2019-02-16 13:00:44.772951;2341.450219631195;200;2343;0;;;;;
Mercedes-Benz;C 200;ES;2019-02-16 13:39:46.223170;2392.64262676239;200;2370;0;;;;;
Mercedes-Benz;C 200;FR;2019-02-16 14:19:38.865797;1367.472242116928;120;1336;0;;;;;
Mercedes-Benz;C 200;IT;2019-02-16 14:42:26.338039;2391.823053598404;200;2380;0;;;;;
Mercedes-Benz;C 200;LU;2019-02-16 15:22:18.161093;77.07837438583374;16;71;0;;;;;
Mercedes-Benz;C 200;NE;2019-02-16 15:23:35.239467;2822.0397622585297;200;2868;0;;;;;
Mercedes-Benz;C 230;AT;2019-02-16 16:10:37.279230;23.343087911605835;3;19;0;;;;;
Mercedes-Benz;C 230;BE;2019-02-16 16:11:00.622317;79.56231427192688;8;74;0;;;;;
Mercedes-Benz;C 230;DE;2019-02-16 16:12:20.184632;1636.723964691162;143;1600;0;;;;;
Mercedes-Benz;C 230;ES;2019-02-16 16:39:36.908596;252.32534527778625;20;253;0;;;;;
Mercedes-Benz;C 230;FR;2019-02-16 16:43:49.233942;28.98378872871399;3;23;0;;;;;
Mercedes-Benz;C 230;IT;2019-02-16 16:44:18.217730;48.03249907493591;5;41;0;;;;;
Mercedes-Benz;C 230;LU;2019-02-16 16:45:06.250229;2.51373028755188;0;0;0;;;;;
Mercedes-Benz;C 230;NE;2019-02-16 16:45:08.763960;181.96804881095886;13;180;0;;;;;
Mercedes-Benz;E 200;AT;2019-02-16 16:48:10.732009;1840.0195364952087;200;1720;0;;;;;
